case	kind	index	ah	av	lh	lv	rh	rv
src-keys47	R	21	204.141666667	247.891666667	204.141666667	247.891666667	204.141666667	247.891666667
src-keys47	R	22	142.291666667	249.041666667	142.291666667	249.041666667	142.291666667	249.041666667
src-keys47	R	23	90.75	250	90.75	250	90.75	250
src-keys47	R	24	100	300	100	300	100	300
src-keys47	R	25	150	300	150	300	150	300
src-keys47	R	26	210	300	210	300	210	300
src-keys47	R	27	260	300	260	300	260	300
src-keys47	R	28	330	300	330	300	330	300
src-keys47	R	29	400	300	400	300	400	300
src-keys56	R	0	100	54.601226994	100	54.601226994	100	54.601226994
src-keys56	R	1	145.296523517	62.167689162	145.296523517	62.167689162	145.296523517	62.167689162
src-keys56	R	2	199.652351738	71.247443763	199.652351738	71.247443763	199.652351738	71.247443763
src-keys56	R	3	244.948875256	78.81390593	244.948875256	78.81390593	244.948875256	78.81390593
src-keys56	R	4	308.36400818	89.406952965	308.36400818	89.406952965	308.36400818	89.406952965
src-keys56	R	5	371.779141104	100	371.779141104	100	371.779141104	100
src-keys56	R	6	377.423312883	140	377.423312883	140	377.423312883	140
src-keys56	R	7	312.691206544	131.525562372	312.691206544	131.525562372	312.691206544	131.525562372
src-keys56	R	8	247.959100204	123.051124744	247.959100204	123.051124744	247.959100204	123.051124744
src-keys56	R	9	201.721881391	116.99795501	201.721881391	116.99795501	201.721881391	116.99795501
src-keys56	R	10	146.237218814	109.734151329	146.237218814	109.734151329	146.237218814	109.734151329
src-keys56	R	11	100	103.680981595	100	103.680981595	100	103.680981595
src-keys56	R	12	100	165.030674847	100	165.030674847	100	165.030674847
src-keys56	R	13	147.413087935	169.192229039	147.413087935	169.192229039	147.413087935	169.192229039
src-keys56	R	14	204.308793456	174.18609407	204.308793456	174.18609407	204.308793456	174.18609407
src-keys56	R	15	251.721881391	178.347648262	251.721881391	178.347648262	251.721881391	178.347648262
src-keys56	R	16	318.100204499	184.173824131	318.100204499	184.173824131	318.100204499	184.173824131
src-keys56	R	17	384.478527607	190	384.478527607	190	384.478527607	190
src-keys56	R	18	392.944785276	250	392.944785276	250	392.944785276	250
src-keys56	R	19	324.591002045	247.351738241	324.591002045	247.351738241	324.591002045	247.351738241
src-keys56	R	20	256.237218814	244.703476483	256.237218814	244.703476483	256.237218814	244.703476483
src-keys56	R	21	207.413087935	242.811860941	207.413087935	242.811860941	207.413087935	242.811860941
src-keys56	R	22	148.824130879	240.54192229	148.824130879	240.54192229	148.824130879	240.54192229
src-keys56	R	23	100	238.650306748	100	238.650306748	100	238.650306748
src-keys56	R	24	100	300	100	300	100	300
src-keys56	R	25	150	300	150	300	150	300
src-keys56	R	26	210	300	210	300	210	300
src-keys56	R	27	260	300	260	300	260	300
src-keys56	R	28	330	300	330	300	330	300
src-keys56	R	29	400	300	400	300	400	300
src-keys57	R	0	100	54.601226994	100	54.601226994	100	54.601226994
src-keys57	R	1	150	57.464212679	150	57.464212679	150	57.464212679
src-keys57	R	2	210	60.899795501	210	60.899795501	210	60.899795501
src-keys57	R	3	260	63.762781186	260	63.762781186	260	63.762781186
src-keys57	R	4	330	67.770961145	330	67.770961145	330	67.770961145
src-keys57	R	5	400	71.779141104	400	71.779141104	400	71.779141104
src-keys57	R	6	400	117.423312883	400	117.423312883	400	117.423312883
src-keys57	R	7	330	114.216768916	330	114.216768916	330	114.216768916
src-keys57	R	8	260	111.010224949	260	111.010224949	260	111.010224949
src-keys57	R	9	210	108.719836401	210	108.719836401	210	108.719836401
src-keys57	R	10	150	105.971370143	150	105.971370143	150	105.971370143
src-keys57	R	11	100	103.680981595	100	103.680981595	100	103.680981595
src-keys57	R	12	100	165.030674847	100	165.030674847	100	165.030674847
src-keys57	R	13	150	166.605316973	150	166.605316973	150	166.605316973
src-keys57	R	14	210	168.494887526	210	168.494887526	210	168.494887526
src-keys57	R	15	260	170.069529652	260	170.069529652	260	170.069529652
src-keys57	R	16	330	172.27402863	330	172.27402863	330	172.27402863
src-keys57	R	17	400	174.478527607	400	174.478527607	400	174.478527607
src-keys57	R	18	400	242.944785276	400	242.944785276	400	242.944785276
src-keys57	R	19	330	241.942740286	330	241.942740286	330	241.942740286
src-keys57	R	20	260	240.940695297	260	240.940695297	260	240.940695297
src-keys57	R	21	210	240.224948875	210	240.224948875	210	240.224948875
src-keys57	R	22	150	239.36605317	150	239.36605317	150	239.36605317
src-keys57	R	23	100	238.650306748	100	238.650306748	100	238.650306748
src-keys57	R	24	100	300	100	300	100	300
src-keys57	R	25	150	300	150	300	150	300
src-keys57	R	26	210	300	210	300	210	300
src-keys57	R	27	260	300	260	300	260	300
src-keys57	R	28	330	300	330	300	330	300
src-keys57	R	29	400	300	400	300	400	300
src-keys67	R	0	100	100	100	100	100	100
src-keys67	R	1	143.833333333	96.166666667	143.833333333	96.166666667	143.833333333	96.166666667
src-keys67	R	2	196.433333333	91.566666667	196.433333333	91.566666667	196.433333333	91.566666667
src-keys67	R	3	240.266666667	87.733333333	240.266666667	87.733333333	240.266666667	87.733333333
src-keys67	R	4	301.633333333	82.366666667	301.633333333	82.366666667	301.633333333	82.366666667
src-keys67	R	5	363	77	363	77	363	77
src-keys67	R	6	370.4	121.6	370.4	121.6	370.4	121.6
src-keys67	R	7	307.306666667	125.893333333	307.306666667	125.893333333	307.306666667	125.893333333
src-keys67	R	8	244.213333333	130.186666667	244.213333333	130.186666667	244.213333333	130.186666667
src-keys67	R	9	199.146666667	133.253333333	199.146666667	133.253333333	199.146666667	133.253333333
src-keys67	R	10	145.066666667	136.933333333	145.066666667	136.933333333	145.066666667	136.933333333
src-keys67	R	11	100	140	100	140	100	140
src-keys67	R	12	100	190	100	190	100	190
src-keys67	R	13	146.608333333	187.891666667	146.608333333	187.891666667	146.608333333	187.891666667
src-keys67	R	14	202.538333333	185.361666667	202.538333333	185.361666667	202.538333333	185.361666667
src-keys67	R	15	249.146666667	183.253333333	249.146666667	183.253333333	249.146666667	183.253333333
src-keys67	R	16	314.398333333	180.301666667	314.398333333	180.301666667	314.398333333	180.301666667
src-keys67	R	17	379.65	177.35	379.65	177.35	379.65	177.35
src-keys67	R	18	390.75	244.25	390.75	244.25	390.75	244.25
src-keys67	R	19	322.908333333	245.591666667	322.908333333	245.591666667	322.908333333	245.591666667
src-keys67	R	20	255.066666667	246.933333333	255.066666667	246.933333333	255.066666667	246.933333333
src-keys67	R	21	206.608333333	247.891666667	206.608333333	247.891666667	206.608333333	247.891666667
src-keys67	R	22	148.458333333	249.041666667	148.458333333	249.041666667	148.458333333	249.041666667
src-keys67	R	23	100	250	100	250	100	250
src-keys67	R	24	100	300	100	300	100	300
src-keys67	R	25	150	300	150	300	150	300
src-keys67	R	26	210	300	210	300	210	300
src-keys67	R	27	260	300	260	300	260	300
src-keys67	R	28	330	300	330	300	330	300
src-keys67	R	29	400	300	400	300	400	300
convex-identity	R	0	73.148880105	107.878787879	73.148880105	107.878787879	73.148880105	107.878787879
convex-identity	R	1	130.197628458	103.794466403	130.197628458	103.794466403	130.197628458	103.794466403
convex-identity	R	2	198.656126482	98.893280632	198.656126482	98.893280632	198.656126482	98.893280632
convex-identity	R	3	255.704874835	94.808959157	255.704874835	94.808959157	255.704874835	94.808959157
convex-identity	R	4	335.57312253	89.090909091	335.57312253	89.090909091	335.57312253	89.090909091
convex-identity	R	5	415.441370224	83.372859025	415.441370224	83.372859025	415.441370224	83.372859025
convex-identity	R	6	409.328063241	129.591567852	409.328063241	129.591567852	409.328063241	129.591567852
convex-identity	R	7	332.411067194	132.727272727	332.411067194	132.727272727	332.411067194	132.727272727
convex-identity	R	8	255.494071146	135.862977602	255.494071146	135.862977602	255.494071146	135.862977602
convex-identity	R	9	200.553359684	138.102766798	200.553359684	138.102766798	200.553359684	138.102766798
convex-identity	R	10	134.624505929	140.790513834	134.624505929	140.790513834	134.624505929	140.790513834
convex-identity	R	11	79.683794466	143.03030303	79.683794466	143.03030303	79.683794466	143.03030303
convex-identity	R	12	87.852437418	186.96969697	87.852437418	186.96969697	87.852437418	186.96969697
convex-identity	R	13	140.158102767	187.035573123	140.158102767	187.035573123	140.158102767	187.035573123
convex-identity	R	14	202.924901186	187.114624506	202.924901186	187.114624506	202.924901186	187.114624506
convex-identity	R	15	255.230566535	187.180500659	255.230566535	187.180500659	255.230566535	187.180500659
convex-identity	R	16	328.458498024	187.272727273	328.458498024	187.272727273	328.458498024	187.272727273
convex-identity	R	17	401.686429513	187.364953887	401.686429513	187.364953887	401.686429513	187.364953887
convex-identity	R	18	392.516469038	256.693017128	392.516469038	256.693017128	392.516469038	256.693017128
convex-identity	R	19	323.71541502	252.727272727	323.71541502	252.727272727	323.71541502	252.727272727
convex-identity	R	20	254.914361001	248.761528327	254.914361001	248.761528327	254.914361001	248.761528327
convex-identity	R	21	205.770750988	245.928853755	205.770750988	245.928853755	205.770750988	245.928853755
convex-identity	R	22	146.798418972	242.529644269	146.798418972	242.529644269	146.798418972	242.529644269
convex-identity	R	23	97.654808959	239.696969697	97.654808959	239.696969697	97.654808959	239.696969697
convex-identity	R	24	105.82345191	283.636363636	105.82345191	283.636363636	105.82345191	283.636363636
convex-identity	R	25	152.33201581	288.774703557	152.33201581	288.774703557	152.33201581	288.774703557
convex-identity	R	26	208.14229249	294.940711462	208.14229249	294.940711462	208.14229249	294.940711462
convex-identity	R	27	254.65085639	300.079051383	254.65085639	300.079051383	254.65085639	300.079051383
convex-identity	R	28	319.76284585	307.272727273	319.76284585	307.272727273	319.76284585	307.272727273
convex-identity	R	29	384.87483531	314.466403162	384.87483531	314.466403162	384.87483531	314.466403162
convex-general	R	0	35.019762846	93.306982872	35.019762846	93.306982872	35.019762846	93.306982872
convex-general	R	1	92.112428634	97.698726394	92.112428634	97.698726394	92.112428634	97.698726394
convex-general	R	2	160.62362758	102.968818621	160.62362758	102.968818621	160.62362758	102.968818621
convex-general	R	3	217.716293368	107.360562143	217.716293368	107.360562143	217.716293368	107.360562143
convex-general	R	4	297.646025472	113.509003074	297.646025472	113.509003074	297.646025472	113.509003074
convex-general	R	5	377.575757576	119.657444005	377.575757576	119.657444005	377.575757576	119.657444005
convex-general	R	6	388.748353096	157.243741765	388.748353096	157.243741765	388.748353096	157.243741765
convex-general	R	7	311.12551603	153.466139657	311.12551603	153.466139657	311.12551603	153.466139657
convex-general	R	8	233.502678964	149.688537549	233.502678964	149.688537549	233.502678964	149.688537549
convex-general	R	9	178.057795345	146.990250329	178.057795345	146.990250329	178.057795345	146.990250329
convex-general	R	10	111.523935002	143.752305665	111.523935002	143.752305665	111.523935002	143.752305665
convex-general	R	11	56.079051383	141.054018445	56.079051383	141.054018445	56.079051383	141.054018445
convex-general	R	12	82.403162055	200.737812912	82.403162055	200.737812912	82.403162055	200.737812912
convex-general	R	13	135.788317962	201.319279754	135.788317962	201.319279754	135.788317962	201.319279754
convex-general	R	14	199.850505051	202.017039965	199.850505051	202.017039965	199.850505051	202.017039965
convex-general	R	15	253.235660957	202.598506807	253.235660957	202.598506807	253.235660957	202.598506807
convex-general	R	16	327.974879227	203.412560386	327.974879227	203.412560386	327.974879227	203.412560386
convex-general	R	17	402.714097497	204.226613966	402.714097497	204.226613966	402.714097497	204.226613966
convex-general	R	18	419.472990777	260.606060606	419.472990777	260.606060606	419.472990777	260.606060606
convex-general	R	19	348.194115064	263.348265261	348.194115064	263.348265261	348.194115064	263.348265261
convex-general	R	20	276.91523935	266.090469917	276.91523935	266.090469917	276.91523935	266.090469917
convex-general	R	21	226.001756697	268.049187527	226.001756697	268.049187527	226.001756697	268.049187527
convex-general	R	22	164.905577514	270.399648661	164.905577514	270.399648661	164.905577514	270.399648661
convex-general	R	23	113.992094862	272.358366271	113.992094862	272.358366271	113.992094862	272.358366271
convex-general	R	24	140.316205534	332.042160738	140.316205534	332.042160738	140.316205534	332.042160738
convex-general	R	25	189.169960474	327.966622749	189.169960474	327.966622749	189.169960474	327.966622749
convex-general	R	26	247.794466403	323.075977163	247.794466403	323.075977163	247.794466403	323.075977163
convex-general	R	27	296.648221344	319.000439174	296.648221344	319.000439174	296.648221344	319.000439174
convex-general	R	28	365.043478261	313.29468599	365.043478261	313.29468599	365.043478261	313.29468599
convex-general	R	29	433.438735178	307.588932806	433.438735178	307.588932806	433.438735178	307.588932806
convex-dst-key0+37	R	0	73.148880105	107.878787879	73.148880105	107.878787879	73.148880105	107.878787879
convex-dst-key0+37	R	1	130.197628458	103.794466403	130.197628458	103.794466403	130.197628458	103.794466403
convex-dst-key0+37	R	2	198.656126482	98.893280632	198.656126482	98.893280632	198.656126482	98.893280632
convex-dst-key0+37	R	3	255.704874835	94.808959157	255.704874835	94.808959157	255.704874835	94.808959157
convex-dst-key0+37	R	4	335.57312253	89.090909091	335.57312253	89.090909091	335.57312253	89.090909091
convex-dst-key0+37	R	5	415.441370224	83.372859025	415.441370224	83.372859025	415.441370224	83.372859025
convex-dst-key0+37	R	6	409.328063241	129.591567852	409.328063241	129.591567852	409.328063241	129.591567852
convex-dst-key0+37	R	7	334.017162934	132.904716733	334.017162934	132.904716733	334.017162934	132.904716733
convex-dst-key0+37	R	8	258.706262626	136.217865613	258.706262626	136.217865613	258.706262626	136.217865613
convex-dst-key0+37	R	9	204.912762407	138.584400527	204.912762407	138.584400527	204.912762407	138.584400527
convex-dst-key0+37	R	10	140.360562143	141.424242424	140.360562143	141.424242424	140.360562143	141.424242424
convex-dst-key0+37	R	11	86.567061924	143.790777339	86.567061924	143.790777339	86.567061924	143.790777339
convex-dst-key0+37	R	12	103.339789196	188.680764163	103.339789196	188.680764163	103.339789196	188.680764163
convex-dst-key0+37	R	13	153.064229249	188.461462451	153.064229249	188.461462451	153.064229249	188.461462451
convex-dst-key0+37	R	14	212.733557312	188.198300395	212.733557312	188.198300395	212.733557312	188.198300395
convex-dst-key0+37	R	15	262.457997365	187.978998682	262.457997365	187.978998682	262.457997365	187.978998682
convex-dst-key0+37	R	16	332.072213439	187.671976285	332.072213439	187.671976285	332.072213439	187.671976285
convex-dst-key0+37	R	17	401.686429513	187.364953887	401.686429513	187.364953887	401.686429513	187.364953887
convex-dst-key0+37	R	18	392.516469038	256.693017128	392.516469038	256.693017128	392.516469038	256.693017128
convex-dst-key0+37	R	19	329.738274045	253.392687747	329.738274045	253.392687747	329.738274045	253.392687747
convex-dst-key0+37	R	20	266.960079051	250.092358366	266.960079051	250.092358366	266.960079051	250.092358366
convex-dst-key0+37	R	21	222.118511199	247.734980237	222.118511199	247.734980237	222.118511199	247.734980237
convex-dst-key0+37	R	22	168.308629776	244.906126482	168.308629776	244.906126482	168.308629776	244.906126482
convex-dst-key0+37	R	23	123.467061924	242.548748353	123.467061924	242.548748353	123.467061924	242.548748353
convex-dst-key0+37	R	24	140.239789196	287.438735178	140.239789196	287.438735178	140.239789196	287.438735178
convex-dst-key0+37	R	25	181.012296882	291.943346509	181.012296882	291.943346509	181.012296882	291.943346509
convex-dst-key0+37	R	26	229.939306105	297.348880105	229.939306105	297.348880105	229.939306105	297.348880105
convex-dst-key0+37	R	27	270.71181379	301.853491436	270.71181379	301.853491436	270.71181379	301.853491436
convex-dst-key0+37	R	28	327.79332455	308.159947299	327.79332455	308.159947299	327.79332455	308.159947299
convex-dst-key0+37	R	29	384.87483531	314.466403162	384.87483531	314.466403162	384.87483531	314.466403162
convex-dst-key1+37	R	0	73.148880105	107.878787879	73.148880105	107.878787879	73.148880105	107.878787879
convex-dst-key1+37	R	1	130.197628458	103.794466403	130.197628458	103.794466403	130.197628458	103.794466403
convex-dst-key1+37	R	2	198.656126482	98.893280632	198.656126482	98.893280632	198.656126482	98.893280632
convex-dst-key1+37	R	3	255.704874835	94.808959157	255.704874835	94.808959157	255.704874835	94.808959157
convex-dst-key1+37	R	4	335.57312253	89.090909091	335.57312253	89.090909091	335.57312253	89.090909091
